OBJECTID,DBA,BUILDING,ZIPCODE,long,lat
15040,BOULEY,161-163,10013,-74.0089,40.7168
15088,"THE RITZ CARLTON NEW YORK, BATTERY PARK",2,10004,-74.0164,40.7051
15128,SUBWAY,1,10004,-74.0127,40.7024
15162,BURGER KING,182,10038,-74.0097,40.7101
15173,SOPHIE'S RESTAURANT,26,10004,-74.0134,40.7055
15195,DOWNTOWN GYRO CORP,75,10013,-73.9998,40.7167
15241,ANTIQUE GARAGE,41,10013,-74.0013,40.7215
15309,MAY'S BAKERY,90,10002,-73.9938,40.7138
15310,MING QIN RESTAURANT,90,10002,-73.9938,40.7138
15391,21 PECK RESTAURANT,21-23,10038,-74.0019,40.7082
15406,DELIGHT 28 RESTAURANT,28,10013,-73.9985,40.7149
15450,THE PAN LATIN,400,10282,-74.0145,40.7179
15486,DIWAN-E- KHAAS,53,10005,-74.009,40.7089
15547,DIM SUM GO GO,5,10038,-73.9978,40.7134
15633,SWEET TREATS,57,10013,-74.0095,40.7207
15644,SMORGAS CHEF,53,10004,-74.0102,40.7064
15684,CAFE 111,111,10005,-74.0066,40.7046
15725,NICHLOE SANDWICH SHOP INC,73,10002,-73.9966,40.7109
15858,THE YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSOCIA,200,10013,-74.008,40.723
15894,GATEHOUSE,301,10280,-74.0163,40.7103
15898,T.G.I. FRIDAY'S,47,10006,-74.0128,40.7065
15899,CHINA CHALET,47,10006,-74.0128,40.7065
15903,NEW EXCELLENT DUMPLING HOUSE,111,10013,-74.0007,40.7182
15904,WING WONG RESTAURANT,111,10013,-74.0007,40.7182
15957,NASSAU BAR & GRILL,118,10030,-74.007,40.7109
15958,LUCKY BAKERY,22A,10013,-74.0003,40.7194
15981,DA VINCI,44,10004,-74.01,40.7035
16118,SAZON,105,10013,-74.0082,40.7157
16145,SUBWAY,11-12,10038,-73.9978,40.7139
16181,ZIBETTO,102-104,10038,-74.0066,40.7096
16204,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,80,10038,-74.0081,40.7098
16304,THE ODEON,145,10013,-74.008,40.717
16332,SOUTH END AVENUE BAKERY,397,10280,-74.0159,40.7113
16446,KOZINA GRILL,25,10005,-74.0081,40.707
16520,WALL STREET CATERERS,241,10038,-74.0052,40.7075
16554,SUMMIT CAFE,67,10007,-74.0067,40.715
16561,35 SMOKE & GRILL,35,10013,-74.0035,40.7199
16572,M & B CHINESE RESTAURANT,128,10013,-74.0002,40.7188
16612,SUBWAY,89,10038,-74.0027,40.7065
16613,WINE & CHILL,89,10038,-74.0027,40.7065
16614,VINO NYC BEER & WINE BAR,89,10038,-74.0027,40.7065
16615,TABASCO GRILL INC.,89,10038,-74.0027,40.7065
16616,CAJUN CAFE,89,10038,-74.0027,40.7065
16717,ANNA MARIA'S PIZZA AND SHAKE N BURGER,89,10038,-74.0027,40.7065
16838,FILLI PONTE,33-39,10013,-74.0106,40.7235
16886,BIG ALS PIZZA,9,10006,-74.0118,40.7089
16979,NATHAN'S FAMOUS,89,10038,-74.0038,40.7059
16980,UNO CHICAGO GRILL,89,10038,-74.0038,40.7059
16981,CABANA SEAPORT,89,10038,-74.0038,40.7059
16982,SEQUOIA,89,10038,-74.0038,40.7059
16983,"MRS. FIELDS, PRETZELTIME",89,10038,-74.0038,40.7059
16984,SEAPORT CAFE,89,10038,-74.0038,40.7059
16985,PACIFIC GRILL,89,10038,-74.0038,40.7059
17000,CANAL ROOM,285,10013,-74.0049,40.7211
17084,MACMENANINS RESTAURANT,89,10038,-74.0038,40.7059
17085,BODUR R E INC,89,10038,-74.0038,40.7059
17086,SKIPPERS PIERSIDE CAFE,89,10038,-74.0038,40.7059
17087,HARBOR LIGHT,89,10038,-74.0038,40.7059
17088,TAQUERIA MEXICALI,89,10038,-74.0038,40.7059
17089,CYBER CIGAR COFFEE BAR,89,10038,-74.0038,40.7059
17090,SIMPLY SEAFOOD,89,10038,-74.0038,40.7059
17091,HAAGEN-DAZS,89,10038,-74.0038,40.7059
17220,CAFE NOIR,32,10013,-74.0046,40.7228
17236,MAI HOUSE,186,10013,-74.0097,40.7194
17239,STARBUCKS COFFEE,110,10007,-74.0092,40.7133
17251,THE GRILL ROOM BAR,225,10281,-74.015,40.7113
17252,ELIXIR,225,10281,-74.015,40.7113
17256,Viet Cafe,345,10013,-74.0105,40.7184
17332,STARBUCKS COFFEE,3,10004,-74.0126,40.7027
17410,ZUTTO RESTAURANT,77,10013,-74.0089,40.7184
17428,PHO 21 VIETNAMESE RESTAURANT,21,10013,-73.9988,40.7143
17429,BBQ EXPRESS INC,21,10013,-73.9988,40.7143
17458,ERIC'S HAPPY DELI,70,10013,-74.002,40.7168
17605,KOZINA KAFE,62,10005,-74.0088,40.7072
17606,YIP'S RESTAURANT,62,10005,-74.0088,40.7072
17607,LEMONGRASS GRILL,84,10038,-74.0079,40.708
17608,TAZ CAFE,84,10038,-74.0079,40.708
17630,K SUSHI,357,10013,-74.0033,40.723
17682,"77 WARREN FOODS, LLC",77,10007,-74.0103,40.7152
17750,CAFE 55,55,10004,-74.0098,40.7036
17794,BRANDY LIBRARY LOUNGE,25,10013,-74.0074,40.7198
17853,TABLE TALES CAFE,243,10038,-74.0023,40.708
17868,SEATTLE COFFEE ROASTERS,110,10038,-74.0071,40.7089
17878,BOULEY BAKERY AND MARKET,130,10013,-74.0083,40.7167
17908,TERRACE FISH & CHIP,178,10013,-74.0074,40.7156
17909,NEW TACO HOUSE INC.,178,10013,-74.0074,40.7156
17942,SUBWAY,89A,10013,-74.0049,40.7165
17956,BLUESPOON COFFEE COMPANY,76,10007,-74.0068,40.7144
17957,BUN,143,10013,-73.9994,40.7202
18045,AMISH FINE FOOD,53,10007,-74.0102,40.7137
18060,EET,75,10013,-74.0062,40.7232
18061,SOHO MADE SOUPS,75,10013,-74.0062,40.7232
18062,STARBUCKS COFFEE,111,10013,-74.0035,40.7158
18063,WORTH CAFE,111,10013,-74.0035,40.7158
18064,YJ CHUNG CORP,111,10013,-74.0035,40.7158
18101,MERCHANTS NY CAFE,90,10006,-74.0144,40.7081
18117,MANNA CATERING,24,10013,-74.01,40.7188
18122,LUPE'S EAST L.A. KITCHEN,110,10013,-74.0047,40.7237
18152,SHAN DONG DUMPLING,106,10013,-73.9993,40.7145
18153,STARBUCKS COFFEE,250,10282,-74.0167,40.715
18154,MERRILL LYNCH,250,10282,-74.0167,40.715
18155,MERRILL LYNCH CAFTERIA,250,10282,-74.0167,40.715
18156,MERRILL LYNCH TRADERS PANTRY,250,10282,-74.0167,40.715
18157,BLOCKHEADS BURRITOS,250,10282,-74.0167,40.715
18158,YUSHI,250,10282,-74.0167,40.715
18174,EXECUTIVE DINING,1,10281,-74.0165,40.7144
18175,NEW YORK MERCANTILE EXCHANGE,1,10281,-74.0165,40.7144
18214,MAMA EATERY INC.,46,10013,-73.9996,40.715
18215,SMITH & MILLS,71,10013,-74.0098,40.7201
18239,POPEYE'S CHICKEN & BISCUTS,327,10013,-74.003,40.7202
18294,STARBUCKS COFFEE,110,10005,-74.0094,40.7046
18295,THE ORIGINAL SOUPMAN,110,10005,-74.0094,40.7046
18315,E-TEAHOUSE LLC,29,10038,-74.0086,40.7097
18371,BLIMPIE,69,10038,-74.0085,40.7095
18372,BLIMPIE,69,10038,-74.0085,40.7095
18446,MATSUGEN,66,10013,-74.0055,40.7175
18448,CRIMINAL COURT BLDG CAFETERIA,100,10013,-74.0014,40.7161
18512,ECCO RESTAURANT,124,10007,-74.0087,40.7153
18520,81 PEARL STREET VENTURE LTD.,81,10004,-74.0102,40.704
18651,CERCLE ROUGE,241,10013,-74.0059,40.7197
18662,CHURRASCARIA,221-223,10013,-74.0063,40.7192
18726,CORTON,239,10013,-74.006,40.7197
18741,MARYANN'S MEXICA,107,10013,-74.0089,40.7159
18775,"THE FINANCIER PATISSERIE, LLC",3-4,10281,-74.015,40.7142
18784,CARL'S  STEAKS,79,10007,-74.0069,40.7144
18837,CENTRICO,211,10013,-74.0065,40.7189
18838,VINOVINO,211,10013,-74.0065,40.7189
18846,JAMBA JUICE,88,10007,-74.0095,40.7152
18875,MOCCA ESPRESSO,78-82,10007,-74.0071,40.7152
18905,PORTOBELLO,83,10007,-74.011,40.7148
18970,CHAMP'S DELI,71,10006,-74.0121,40.7073
18971,BEAN N BEAN CORP.,71,10006,-74.0121,40.7073
19081,BENGAL CURRY & KABAB,65,10007,-74.01,40.7146
19205,BRICK,22,10007,-74.0077,40.7141
19213,DAKOTA ROADHOUSE,43,10007,-74.0099,40.7135
19266,STEAMER'S LANDING RESTAURANT,375,10280,-74.016,40.7111
19419,SOHO CAFE,489,10012,-73.9997,40.722
19467,N.Y. ACADEMY OF SCIENCE,250,10007,-74.0115,40.7146
19468,MOODY'S CAFETERIA,250,10007,-74.0115,40.7146
19469,TRIBECA TREATS,94,10013,-74.008,40.7157
19486,TRIO HOT PRESS & SALAD BAR,360-362,10013,-74.0037,40.7173
19546,SHINJU SUSHI,164,10005,-74.0076,40.7059
19547,"A1 SUSHI CAFE NY, INC",164,10005,-74.0076,40.7059
19554,BIDDY  EARLY'S,43,10007,-74.0093,40.714
19671,NEW FRESCO TORTILLAS III,63,10007,-74.0066,40.715
19672,NEW FRESCO TORTILLOS 8 LLC,63,10007,-74.0066,40.715
19705,FREDDO CAFE,120,10006,-74.0131,40.7091
19765,OKAMI FUSION SUSHI,63A,10007,-74.0066,40.715
19891,TURKS & FROGS TRIBECA,458,10013,-74.0095,40.7237
19919,SUBWAY,137,10013,-74.0084,40.7208
19997,BROWNIE'S CAFE,74,10006,-74.0126,40.7084
19998,MANON CAFE,74,10006,-74.0126,40.7084
20038,KIVA CAFE,139,10013,-74.0097,40.7164
20080,LE PAIN QUOTIDIEN,81,10007,-74.0096,40.7151
20103,JUST SALAD,98,10005,-74.007,40.7069
20165,JIM BRADY'S RESTAURANT,75,10038,-74.0078,40.7077
20166,LANE CAFE,75,10038,-74.0078,40.7077
20216,FLAMES STEAKHOUSE,5,10038,-74.0072,40.7074
20239,ZUCKER'S BAGELS AND SMOKED FISH,146,10007,-74.0099,40.7158
20251,SUBWAY,510,10013,-74.0033,40.7235
20252,AURORA SOHO,510,10013,-74.0033,40.7235
20325,J P MORGAN CHASE CAFETERIA,4,10004,-74.0113,40.7024
20369,BANGAL CURRY,27,10007,-74.0089,40.7131
20370,EXPRESS BBQ,27,10007,-74.0089,40.7131
20371,SHINJUKU SUSHI INC,27,10007,-74.0089,40.7131
20509,PITA EXPRESS,15,10038,-74.008,40.711
20546,PLAZA DELI,127,10038,-74.0054,40.7073
20553,17 MURRAY RESTAURANT,17,10007,-74.0081,40.7135
20564,TRIBECA'S CORNERSTONE,327,10013,-74.0106,40.7176
20575,FW MO CHA AT SILKROAD,30,10013,-73.9988,40.7147
20628,ZIGOLINI'S,66,10004,-74.0109,40.7036
20724,88 PALACE RESTAURANT,88,10002,-73.994,40.7137
20725,888 CHINA EXPRESS INC,88,10002,-73.994,40.7137
20726,WHITE SWAN BAKERY,88,10002,-73.994,40.7137
20727,"WANG ZI CATERING, INC",88,10002,-73.994,40.7137
20728,NEW WHITE SWAN BAKERY 88,88,10002,-73.994,40.7137
20732,BAR 89,89,10012,-74,40.723
20751,GOLDEN QQ BAKERY,50,10002,-73.9958,40.7136
20758,WYNDHAM GARDEN HOTEL,20,10005,-74.0091,40.7093
20759,FEDERAL CAFE LLC,20,10005,-74.0091,40.7093
20794,GOLDMAN SACHS,200,10282,-74.0136,40.7153
20850,JOBEE'S ORIENT,3,10013,-73.9994,40.719
20851,ANOTHEROOM,249,10013,-74.0058,40.7199
20854,A.I.G. CAFETERIA,72,10005,-74.0082,40.7057
20878,IZZY AND NAT'S,311,10280,-74.0163,40.7104
20882,WO HOP 17,17,10013,-73.9987,40.7142
20900,PEARL CAFE,49,10038,-74.0046,40.7082
20902,EAT-A-BAGEL,12,10004,-74.0134,40.7009
20903,EAT-A-BAGEL,12,10004,-74.0134,40.7009
20904,EAT-A-BAGEL,12,10004,-74.0134,40.7009
20912,QUIZNOS SUBS,84,10007,-74.007,40.7145
20924,FINANCIAL DISTRICT,320,10038,-74.0023,40.709
20975,FRESCO ON THE GO,114,10005,-74.0093,40.7046
21011,WATERSTONE GRILL,79,10004,-74.0103,40.704
21049,GEORGE'S,87-89,10006,-74.0137,40.7078
21060,MAY MAY DUMPLING,54-56,10013,-73.9994,40.7153
21065,"CADWALADER, WICKERSHAM & TAFT",1,10280,-74.0146,40.7101
21081,STRANGE TASTE CUISINE,20,10002,-73.9965,40.7128
21174,HOUSE OF AN SEAFOOD RESTAURANT,40,10002,-73.9961,40.7136
21178,ONE JAPAN,3,10013,-74.0049,40.7205
21247,STARBUCKS COFFEE,24,10004,-74.0144,40.7035
21248,MCKEE NELSON CAFETERIA,24,10004,-74.0144,40.7035
21249,FOOD PLAZA,118,10038,-74.0074,40.71
21285,SUSHI ONE,37,10038,-73.9987,40.712
21286,PRET 201 PEARL,201,10038,-74.0067,40.7068
21368,"KOSHER CAFE AT DISTRICT NY, LLC",111,10038,-74.0068,40.7097
21456,FINEST DUMPLING RESTAURANT,25B,10002,-73.9963,40.7129
21457,FINEST DUMPLING RESTAURANT,25B,10002,-73.9963,40.7129
21525,P.J. CLARKE'S ON THE HUDSON,4,10281,-74.015,40.7142
21563,UNITED FEDERATION OF TEACHERS,52,10004,-74.0127,40.7065
21564,CAFE BRAVO,52,10004,-74.0127,40.7065
21565,UNITED FEDERATION OF TEACHERS,52,10004,-74.0127,40.7065
21575,DIVA,341,10013,-74.0035,40.7226
21763,M AND W BAKERY INC,25,10002,-73.9966,40.7135
21790,RESTAURANT ASSOC,388,10013,-74.0101,40.7205
21791,CITIGROUP EXECUTIVE DINING ROOM,388,10013,-74.0101,40.7205
21792,CITIGROUP CONFERENCE DINING,388,10013,-74.0101,40.7205
21819,BLIMPIE,38,10038,-74.0066,40.7118
21820,STARBUCKS COFFEE,38,10038,-74.0066,40.7118
21873,WOLFGANG'S STEAKHOUSE,409,10013,-74.01,40.7212
21877,SUBWAY,45,10038,-74.0053,40.7101
21896,SANTOS PARTY HOUSE,100,10013,-74.0012,40.7177
21921,HUGHES HUBBARD & REED LLP,1,10004,-74.0144,40.7032
22006,NEW YORK STOCK EXCHANGE EXECUTIVE SERVICES,20,10004,-74.011,40.7066
22155,MOOMAH CAFE,161,10013,-74.0083,40.7218
22169,DANUBE,30,10013,-74.0091,40.7168
22256,CANAL STREET CAFE AND DELI INC.,369,10013,-74.0043,40.7211
22295,SUTEISHI,24,10038,-74.0018,40.7081
22298,"JMP VENTURES, LLC.",2,10038,-74.0073,40.7073
22385,NEW YORK STOCK EXCHANGE,18,10004,-74.011,40.7066
22461,KANAZAWA,60-62,10004,-74.0098,40.7052
22469,FULTON EMPANADAS,72-78,10038,-74.0083,40.7096
22478,CHECKERS,77,10007,-74.0068,40.7144
22495,SOUTHWEST NY,2,10280,-74.0141,40.7123
22496,NOMURA SECURITIES,2,10280,-74.0141,40.7123
22497,CIAO BELLA GELATO,2,10280,-74.0141,40.7123
22621,BARBARINI INC,225,10038,-74.0021,40.7075
22634,ONE STELLA MARIS,213-219,10038,-74.0025,40.7073
22737,BIN NO 220,220,10038,-74.0023,40.7074
22752,FIDELITY INVESTMENTS,1,10280,-74.0152,40.7113
22753,DEVON AND BLAKELY,1,10280,-74.0152,40.7113
22756,HAMPTON INN - SEAPORT/ FINANCIAL DISTRICT,320,10038,-74.0022,40.709
22758,ALICE AUSTEN,12,10004,-74.0132,40.7011
22760,RSJ GROUP CORPORATION,141,10013,-74.0079,40.7164
22761,ROSAN JIN,141,10013,-74.0079,40.7164
22832,PONGSRI THAI RESTAURANT,106,10013,-73.9999,40.7161
22850,THE DUBLIN PUB,45,10004,-74.0103,40.7043
22853,LIBERATOS PIZZA,17,10005,-74.0078,40.7068
22872,FOREMOST GLATT KOSHER CATERES,18,10280,-74.0183,40.7063
22873,FOREMOST GLATT KOSHER CATERES,18,10280,-74.0183,40.7063
22874,FOREMOST GLATT KOSHER CATERES,18,10280,-74.0183,40.7063
22875,FOREMOST GLATT KOSHER CATERES,18,10280,-74.0183,40.7063
22923,CITIBABES CAFE,52,10013,-74.001,40.7218
22940,"VINTRY, LLC.",57,10004,-74.0102,40.7044
22963,EAT-A-BAGEL,000,10004,-74.0132,40.7012
22994,TRIBECA SUSHI INC.,374,10013,-74.0102,40.7199
23027,THE GREENWICH KITCHEN,377,10013,-74.0102,40.7198
23117,NEW YORK LAW SCHOOL,185,10013,-74.0072,40.7181
23177,ONLINE RESTAURANT CORP,61,10007,-74.0094,40.7148
23310,BLAUE GANS,139,10013,-74.0078,40.7163
23313,STARBUCKS COFFEE,115,10006,-74.011,40.7086
23314,PANINI,115,10006,-74.011,40.7086
23315,TRINITY,115,10006,-74.011,40.7086
23320,SUSHI A LA KAWA 22 INC,22,10005,-74.009,40.7092
23323,CAFE 101 16TH FLOOR CAFETERIA,101,10007,-74.0119,40.7138
23330,LANDMARC,179,10013,-74.0073,40.718
23407,AJ KELLEY'S,6,10004,-74.0127,40.704
23411,WARD III,111,10013,-74.0084,40.7158
23465,BANH ME,73,10007,-74.0098,40.7148
23489,VOX NY,33,10038,-74.0016,40.7079
23508,PEARL MAIDEN BURGER INC,101,10038,-74.0071,40.707
23520,DUANE STREET HOTEL,130,10013,-74.0074,40.7161
23539,SALUGGI'S,325,10013,-74.0038,40.7202
23547,BARNES AND NOBLE BOOKSELLERS,97,10007,-74.0112,40.7156
23557,CHAMBERS CHURCH PIZZA,154,10007,-74.0102,40.7159
23583,FINANCIER PATISSERIE,62,10004,-74.01,40.7046
23585,ROSARIO'S KITCHEN LLC,227,10013,-74.0062,40.7193
23631,"CAFE GROPPI, INC",32,10004,-74.0108,40.7031
23633,GREENWICH GRILL,428,10013,-74.0097,40.7224
23649,SUBWAY SANDWICHES,51,10007,-74.0096,40.7141
23709,TRIBECA DELI,374,10013,-74.0043,40.7211
23738,AUNT BUTCHIES CAFE,4,10004,-74.0119,40.7016
23739,WHITEHALL PRETZEL & ICE CREAM,4,10004,-74.0119,40.7016
23740,CHARCOAL GRILL,89,10038,-74.0027,40.7065
23741,SWAROVSKI CRYSTALLIZED,499,10012,-73.9996,40.7221
23815,STARBUCKS COFFEE,405,10013,-74.0024,40.7188
23829,BLIMPIE,86,10007,-74.0095,40.7152
23835,MAX TRIBECA,181,10013,-74.0102,40.7174
23924,WHICHCRAFT,397,10013,-74.0101,40.7207
23978,DUNKIN' DONUTS,2,10007,-74.0102,40.7099
23988,TOYKO BAY ENTERPRISE,183,10013,-74.0101,40.7174
23995,CONCESSION STAND,100,10013,-74.0014,40.7161
24004,STARBUCKS COFFEE,241,10013,-74.0001,40.7181
24024,HAMPTON INN,54,10013,-74.0054,40.7237
24095,BMD PASTRY,10,10005,-74.0082,40.7076
24099,DUNKIN' DONUTS,5,10007,-74.0081,40.7127
24160,SMYTH HOTEL,85,10007,-74.0095,40.7152
24186,GOLDEN KRUST CARIBBEAN BAKERY,166A,10013,-74.0077,40.7152
